NoCurso	Curso	Docente	Clave Oficial	Matricula	Alumno	Calificacion	Edo Eval	Edo Al	Tipo Eval	Fecha Registro	Tipo Entrega	Registró Acta	Grupo	Turno	Modalidad	Periodo	Programa	Creditos	Nombre Ofical	Plan Estudio Periodo	Numero Periodo	Etapa Formativa	Tipo Asignatura	Orden	Estado Evaluacion	Periodo Actual	Estado Alumno	Campus	Bloque	Tipo Evaluacion	F.Carga Aca
15173	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-206511	MRIX230710	RAÚL QUINTANILLA SÁNCHEZ	9.0	A	AC	EXT	01/18/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	97IIS308	Matutino	SEMIPRESENCIAL	05/17/2025	INGENIERÍA MECÁNICA	7	INVESTIGACIÓN I	CUATRIMESTRE 7	5	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 9	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	07/18/2024
15174	SIMULACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-200086	MRIX217115	ANTONIO MEDINA IBARRA	5.9	NA	AC	ORD	11/26/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	12IIS943	Matutino	SEMIPRESENCIAL	04/17/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	SIMULACIÓN	CUATRIMESTRE 3	6	BÁSICA	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 8	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	03/07/2025
15175	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203190	MRIX231211	FRANCISCO MENDOZA HERNÁNDEZ	5.8	NA	AC	ORD	11/27/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	05IIS902	Vespertino	SEMIPRESENCIAL	02/18/2024	INGENIERÍA EN SISTEMAS	10	INVESTIGACIÓN I	CUATRIMESTRE 10	8	TERMINAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 9	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/08/2024
15176	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-204530	MRIX200597	NAYELI MARTÍNEZ MENDOZA	10.0	A	AC	ORD	12/13/2024	ORDINARIA	SANTOS LUNA GERARDO	29IIS720	Vespertino	VIRTUAL	08/05/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 4	2	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	12/12/2024
15177	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-207548	MRIX231778	MAURICIO CORAZA PÉREZ	6.1	NA	RE	EXT	11/26/2024	ORDINARIA	SANTOS LUNA GERARDO	76IIS982	Vespertino	PRESENCIAL	05/13/2024	INGENIERÍA EN SISTEMAS	10	SIMULACIÓN	CUATRIMESTRE 1	10	TERMINAL	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 8	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/28/2025
15178	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-203580	MRIX205765	GERMÁN CRUZ ALFARO	7.7	A	RE	EXT	10/04/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	74IIS375	Matutino	SEMIPRESENCIAL	09/02/2025	INGENIERÍA EN SISTEMAS	5	INVESTIGACIÓN I	CUATRIMESTRE 3	9	PROFESIONAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	12/25/2024
15179	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-208066	MRIX204348	ALONSO MORALES REYES	8.0	A	EG	EXT	01/30/2025	ORDINARIA	SANTOS LUNA GERARDO	74IIS989	Vespertino	PRESENCIAL	09/14/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 5	9	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 8	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	10/07/2024
15180	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-200137	MRIX232694	DANIELA CRUZ ROQUE	8.6	A	RE	ORD	07/31/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	02IIS790	Vespertino	VIRTUAL	11/27/2025	INGENIERÍA MECÁNICA	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	2	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 7	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	10/08/2024
15181	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202947	MRIX234899	BEATRIZ REYES RIVERA	8.1	A	RE	ORD	07/26/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	74IIS234	Vespertino	SEMIPRESENCIAL	03/31/2025	INGENIERÍA EN SISTEMAS	10	SIMULACIÓN	CUATRIMESTRE 10	6	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 4	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	07/12/2025
15182	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-204166	MRIX208342	ALBERTO GÓMEZ TORRES	6.4	NA	RE	ORD	05/03/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	61IIS959	Vespertino	VIRTUAL	12/01/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 2	2	BÁSICA	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 8	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	03/17/2024
15183	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202745	MRIX196345	RICARDO RODRÍGUEZ ÁVILA	5.5	NA	RE	EXT	08/07/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	82IIS927	Matutino	SEMIPRESENCIAL	08/09/2024	INGENIERÍA MECÁNICA	10	SIMULACIÓN	CUATRIMESTRE 6	2	TERMINAL	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 7	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	10/24/2023
15184	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-204122	MRIX214332	CARLOS HERNÁNDEZ FLORES	7.3	A	RE	EXT	09/14/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	96IIS817	Vespertino	SEMIPRESENCIAL	02/17/2023	INGENIERÍA EN SISTEMAS	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 2	3	PROFESIONAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	04/25/2024
15185	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-202150	MRIX191024	CARLOS ESPINOZA ROLÓN	8.6	A	RE	EXT	06/26/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	68IIS958	Matutino	PRESENCIAL	08/04/2024	INGENIERÍA MECÁNICA	6	INVESTIGACIÓN I	CUATRIMESTRE 3	4	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 1	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/16/2023
15186	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205044	MRIX219580	ARTURO SALAZAR VELÁSQUEZ	7.7	A	EG	EXT	07/03/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	47IIS522	Matutino	SEMIPRESENCIAL	04/10/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	SIMULACIÓN	CUATRIMESTRE 5	6	TERMINAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 3	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/23/2025
15187	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-202675	MRIX230729	RICARDO HERRERA ESPINOZA	8.9	A	AC	ORD	03/19/2025	ORDINARIA	SANTOS LUNA GERARDO	92IIS854	Vespertino	VIRTUAL	06/14/2025	INGENIERÍA EN SISTEMAS	7	INVESTIGACIÓN I	CUATRIMESTRE 7	4	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 7	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	05/26/2024
15188	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-205253	MRIX235047	GERMÁN MORALES QUINTANILLA	7.8	A	RE	ORD	10/04/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	03IIS255	Vespertino	VIRTUAL	07/11/2024	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 1	10	BÁSICA	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 9	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	01/20/2024
15189	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202393	MRIX220727	ROSA RAMÍREZ TOLEDO	9.7	A	RE	EXT	11/07/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	08IIS372	Matutino	PRESENCIAL	03/06/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	INVESTIGACIÓN I	CUATRIMESTRE 7	8	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 2	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	06/14/2023
15190	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-200691	MRIX194671	ANTONIO GUZMÁN GARCÍA	7.9	A	AC	ORD	10/23/2024	ORDINARIA	SANTOS LUNA GERARDO	96IIS662	Matutino	SEMIPRESENCIAL	10/01/2024	INGENIERÍA EN SISTEMAS	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	7	BÁSICA	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 2	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/21/2023
15191	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-201466	MRIX202443	PATRICIA LÓPEZ ARREOLA	8.2	A	AC	EXT	11/14/2023	ORDINARIA	SANTOS LUNA GERARDO	32IIS261	Vespertino	VIRTUAL	08/31/2025	INGENIERÍA MECÁNICA	6	SIMULACIÓN	CUATRIMESTRE 8	1	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 2	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	01/30/2025
15192	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-207951	MRIX209380	LUCÍA NÚÑEZ SAMANIEGO	9.2	A	AC	ORD	05/28/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	91IIS548	Vespertino	PRESENCIAL	10/03/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	SIMULACIÓN	CUATRIMESTRE 9	6	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 5	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/22/2023
15193	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-208289	MRIX215896	RAÚL RIVERA VELÁSQUEZ	7.5	A	AC	EXT	07/18/2025	ORDINARIA	SANTOS LUNA GERARDO	49IIS851	Vespertino	SEMIPRESENCIAL	01/21/2025	INGENIERÍA EN SISTEMAS	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 3	5	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 1	REGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	01/02/2023
15194	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-202926	MRIX236941	FERNANDO JAIMES GONZÁLEZ	8.7	A	EG	EXT	03/31/2023	ORDINARIA	SANTOS LUNA GERARDO	05IIS306	Vespertino	SEMIPRESENCIAL	05/17/2023	INGENIERÍA MECÁNICA	5	SIMULACIÓN	CUATRIMESTRE 2	2	BÁSICA	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	09/23/2023
15195	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-206046	MRIX234786	ALVARO SANTOS QUINTANILLA	9.5	A	EG	EXT	01/09/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	91IIS159	Matutino	SEMIPRESENCIAL	05/05/2023	INGENIERÍA EN SISTEMAS	5	INVESTIGACIÓN I	CUATRIMESTRE 10	8	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 5	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	05/01/2025
15196	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202733	MRIX192251	CARLOS DÍAZ QUINTANILLA	7.2	A	AC	EXT	05/24/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	24IIS663	Vespertino	PRESENCIAL	07/28/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	INVESTIGACIÓN I	CUATRIMESTRE 7	10	BÁSICA	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 9	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/02/2023
15197	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-200567	MRIX216683	RICARDO CASTILLO ROLÓN	8.6	A	AC	EXT	03/24/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	37IIS710	Vespertino	SEMIPRESENCIAL	07/05/2025	INGENIERÍA MECÁNICA	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 1	6	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 9	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	01/01/2023
15198	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-201505	MRIX210948	MARTHA CRUZ DÍAZ	8.7	A	AC	EXT	06/08/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	74IIS509	Matutino	PRESENCIAL	04/22/2024	INGENIERÍA EN SISTEMAS	7	SIMULACIÓN	CUATRIMESTRE 10	10	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	09/07/2024
15199	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-200886	MRIX232155	ALEJANDRA ECHEVERRÍA ECHEVERRÍA	6.4	NA	RE	EXT	01/24/2023	ORDINARIA	SANTOS LUNA GERARDO	40IIS636	Vespertino	PRESENCIAL	04/09/2024	INGENIERÍA MECÁNICA	10	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	7	TERMINAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 6	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	02/22/2025
15200	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-208980	MRIX201420	SERGIO ECHEVERRÍA CRUZ	9.1	A	RE	EXT	09/01/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	52IIS368	Vespertino	VIRTUAL	06/19/2023	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 2	3	TERMINAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 7	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	04/11/2023
15201	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-205984	MRIX227069	ARTURO ROLÓN GÓMEZ	7.5	A	RE	EXT	04/27/2025	ORDINARIA	SANTOS LUNA GERARDO	45IIS295	Matutino	SEMIPRESENCIAL	08/19/2023	INGENIERÍA MECÁNICA	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 6	10	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 6	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	05/17/2025
15202	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205624	MRIX222982	JORGE NÚÑEZ OLIVÁREZ	7.4	A	AC	ORD	08/12/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	89IIS923	Matutino	PRESENCIAL	10/30/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	INVESTIGACIÓN I	CUATRIMESTRE 2	4	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 5	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	01/29/2023
15203	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202790	MRIX203932	ISABEL MATA VELÁSQUEZ	8.9	A	EG	ORD	03/31/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	08IIS390	Vespertino	SEMIPRESENCIAL	12/14/2025	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 4	10	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 10	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/07/2024
15204	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203258	MRIX216494	CARLOS GUZMÁN ARREOLA	8.7	A	EG	ORD	06/30/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	65IIS568	Vespertino	SEMIPRESENCIAL	12/24/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 9	8	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 1	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	01/17/2024
15205	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205599	MRIX200894	GABRIELA SANTOS RAMOS	8.7	A	RE	ORD	04/06/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	51IIS772	Vespertino	VIRTUAL	07/27/2024	INGENIERÍA MECÁNICA	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	7	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 2	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/07/2023
15206	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-202378	MRIX207580	MAURICIO MORALES IBARRA	6.0	NA	AC	ORD	10/04/2023	ORDINARIA	SANTOS LUNA GERARDO	84IIS678	Vespertino	VIRTUAL	12/08/2025	INGENIERÍA MECÁNICA	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	5	TERMINAL	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 6	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	05/30/2025
15207	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203783	MRIX195814	CARMEN CASTILLO TORRES	8.8	A	AC	ORD	04/17/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	88IIS126	Vespertino	VIRTUAL	06/30/2024	INGENIERÍA EN SISTEMAS	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 6	1	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 2	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	04/20/2024
15208	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-202901	MRIX213607	SERGIO VALVERDE ESPINOZA	8.0	A	RE	ORD	02/23/2024	ORDINARIA	SANTOS LUNA GERARDO	57IIS987	Vespertino	PRESENCIAL	02/20/2024	INGENIERÍA EN SISTEMAS	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 10	7	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 8	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	05/16/2023
15209	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-208456	MRIX196825	ANDREA RAMOS SEGARRA	8.7	A	RE	EXT	03/22/2023	ORDINARIA	SANTOS LUNA GERARDO	98IIS745	Vespertino	SEMIPRESENCIAL	03/21/2025	INGENIERÍA EN SISTEMAS	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	4	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 4	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	03/04/2025
15210	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205299	MRIX207514	ISABELA HERRERA SALAZAR	8.7	A	RE	ORD	03/16/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	58IIS125	Matutino	SEMIPRESENCIAL	10/05/2023	INGENIERÍA MECÁNICA	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 3	3	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	04/26/2025
15211	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-209265	MRIX202617	ANA REYES CASTILLO	7.9	A	RE	ORD	12/16/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	85IIS983	Vespertino	SEMIPRESENCIAL	03/31/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 3	9	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 3	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/17/2024
15212	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-203553	MRIX225324	MARTHA MEDINA JAIMES	5.3	NA	AC	EXT	10/07/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	76IIS775	Matutino	PRESENCIAL	01/12/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	INVESTIGACIÓN I	CUATRIMESTRE 8	8	BÁSICA	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 8	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	05/02/2024
15213	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-202643	MRIX239727	LAURA ROLÓN JIMÉNEZ	10.0	A	AC	EXT	05/03/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	87IIS391	Matutino	PRESENCIAL	08/12/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	INVESTIGACIÓN I	CUATRIMESTRE 10	2	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 10	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	01/01/2024
15214	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-206779	MRIX211180	VALERIA MATA BERRÍOS	8.9	A	AC	EXT	11/05/2024	ORDINARIA	SANTOS LUNA GERARDO	68IIS314	Vespertino	VIRTUAL	07/16/2024	INGENIERÍA EN SISTEMAS	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	3	PROFESIONAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	12/15/2025
15215	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-200025	MRIX235298	ARTURO JAIMES ECHEVERRÍA	7.5	A	EG	EXT	08/17/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	16IIS124	Vespertino	VIRTUAL	04/21/2024	INGENIERÍA MECÁNICA	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 8	8	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 2	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	02/01/2024
15216	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-209321	MRIX219774	MAURICIO MARTÍNEZ ORTIZ	5.4	NA	RE	EXT	11/30/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	79IIS129	Matutino	SEMIPRESENCIAL	11/13/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	1	BÁSICA	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	03/22/2025
15217	SIMULACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-205793	MRIX208481	ARTURO MARTÍNEZ SAMANIEGO	9.0	A	AC	EXT	03/02/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	09IIS252	Vespertino	SEMIPRESENCIAL	02/08/2023	INGENIERÍA MECÁNICA	7	SIMULACIÓN	CUATRIMESTRE 5	9	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 1	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/10/2024
15218	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-202867	MRIX202507	RAÚL VALVERDE GUZMÁN	7.7	A	RE	ORD	12/11/2025	ORDINARIA	SANTOS LUNA GERARDO	15IIS483	Vespertino	SEMIPRESENCIAL	03/18/2024	INGENIERÍA MECÁNICA	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	8	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	09/11/2024
15219	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-205095	MRIX218514	SERGIO TORRES GÓMEZ	5.8	NA	AC	ORD	08/26/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	06IIS803	Vespertino	VIRTUAL	12/05/2025	INGENIERÍA MECÁNICA	5	INVESTIGACIÓN I	CUATRIMESTRE 10	8	BÁSICA	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 2	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	01/09/2023
